"county","year","var_name","magnitude","temporal","value","category"
"Limerick City and County","2011","age_15_64","absolute total","static",129432,"age"
"Limerick City and County","2011","age_over65","absolute total","static",23313,"age"
"Limerick City and County","2011","age_under15","absolute total","static",39064,"age"
"Longford","2011","age_15_64","absolute total","static",25072,"age"
"Longford","2011","age_over65","absolute total","static",4883,"age"
"Longford","2011","age_under15","absolute total","static",9045,"age"
"Louth","2011","age_15_64","absolute total","static",80758,"age"
"Louth","2011","age_over65","absolute total","static",13477,"age"
"Louth","2011","age_under15","absolute total","static",28662,"age"
"Mayo","2011","age_15_64","absolute total","static",83786,"age"
"Mayo","2011","age_over65","absolute total","static",19539,"age"
"Mayo","2011","age_under15","absolute total","static",27313,"age"
"Meath","2011","age_15_64","absolute total","static",121347,"age"
"Meath","2011","age_over65","absolute total","static",16322,"age"
"Meath","2011","age_under15","absolute total","static",46466,"age"
"Monaghan","2011","age_15_64","absolute total","static",39533,"age"
"Monaghan","2011","age_over65","absolute total","static",7460,"age"
"Monaghan","2011","age_under15","absolute total","static",13490,"age"
"Offaly","2011","age_15_64","absolute total","static",49823,"age"
"Offaly","2011","age_over65","absolute total","static",8909,"age"
"Offaly","2011","age_under15","absolute total","static",17955,"age"
"Roscommon","2011","age_15_64","absolute total","static",41089,"age"
"Roscommon","2011","age_over65","absolute total","static",9396,"age"
"Roscommon","2011","age_under15","absolute total","static",13580,"age"
"Sligo","2011","age_15_64","absolute total","static",43241,"age"
"Sligo","2011","age_over65","absolute total","static",9043,"age"
"Sligo","2011","age_under15","absolute total","static",13109,"age"
"South Dublin","2011","age_15_64","absolute total","static",180871,"age"
"South Dublin","2011","age_over65","absolute total","static",23053,"age"
"South Dublin","2011","age_under15","absolute total","static",61281,"age"
"State","2011","age_15_64","absolute total","static",3073269,"age"
"State","2011","age_over65","absolute total","static",535393,"age"
"State","2011","age_under15","absolute total","static",979590,"age"
"Tipperary","2011","age_15_64","absolute total","static",103172,"age"
"Tipperary","2011","age_over65","absolute total","static",21196,"age"
"Tipperary","2011","age_under15","absolute total","static",34386,"age"
"Waterford City and County","2011","age_15_64","absolute total","static",74436,"age"
"Waterford City and County","2011","age_over65","absolute total","static",14779,"age"
"Waterford City and County","2011","age_under15","absolute total","static",24580,"age"
"Westmeath","2011","age_15_64","absolute total","static",56928,"age"
"Westmeath","2011","age_over65","absolute total","static",9796,"age"
"Westmeath","2011","age_under15","absolute total","static",19440,"age"
"Wexford","2011","age_15_64","absolute total","static",93889,"age"
"Wexford","2011","age_over65","absolute total","static",18367,"age"
"Wexford","2011","age_under15","absolute total","static",33064,"age"
"Wicklow","2011","age_15_64","absolute total","static",90467,"age"
"Wicklow","2011","age_over65","absolute total","static",15001,"age"
"Wicklow","2011","age_under15","absolute total","static",31172,"age"
"Carlow","2016","age_15_64","absolute total","static",36964,"age"
"Carlow","2016","age_over65","absolute total","static",7357,"age"
"Carlow","2016","age_under15","absolute total","static",12611,"age"
"Cavan","2016","age_15_64","absolute total","static",48090,"age"
"Cavan","2016","age_over65","absolute total","static",10464,"age"
"Cavan","2016","age_under15","absolute total","static",17622,"age"
"Clare","2016","age_15_64","absolute total","static",75590,"age"
"Clare","2016","age_over65","absolute total","static",17655,"age"
"Clare","2016","age_under15","absolute total","static",25572,"age"
"Cork City and Cork County","2016","age_15_64","absolute total","static",355494,"age"
"Cork City and Cork County","2016","age_over65","absolute total","static",73843,"age"
"Cork City and Cork County","2016","age_under15","absolute total","static",113531,"age"
"DLR","2016","age_15_64","absolute total","static",143310,"age"
"DLR","2016","age_over65","absolute total","static",34669,"age"
"DLR","2016","age_under15","absolute total","static",40039,"age"
"Donegal","2016","age_15_64","absolute total","static",99161,"age"
"Donegal","2016","age_over65","absolute total","static",24989,"age"
"Donegal","2016","age_under15","absolute total","static",35042,"age"
"Dublin City","2016","age_15_64","absolute total","static",398986,"age"
"Dublin City","2016","age_over65","absolute total","static",72355,"age"
"Dublin City","2016","age_under15","absolute total","static",83213,"age"
"Fingal","2016","age_15_64","absolute total","static",196372,"age"
"Fingal","2016","age_over65","absolute total","static",27035,"age"
"Fingal","2016","age_under15","absolute total","static",72613,"age"
"Galway City","2016","age_15_64","absolute total","static",56581,"age"
"Galway City","2016","age_over65","absolute total","static",8848,"age"
"Galway City","2016","age_under15","absolute total","static",13239,"age"
"Galway County","2016","age_15_64","absolute total","static",112689,"age"
"Galway County","2016","age_over65","absolute total","static",26058,"age"
"Galway County","2016","age_under15","absolute total","static",40643,"age"
"Kerry","2016","age_15_64","absolute total","static",93882,"age"
"Kerry","2016","age_over65","absolute total","static",25034,"age"
"Kerry","2016","age_under15","absolute total","static",28791,"age"
"Kildare","2016","age_15_64","absolute total","static",146930,"age"
"Kildare","2016","age_over65","absolute total","static",22014,"age"
"Kildare","2016","age_under15","absolute total","static",53560,"age"
"Kilkenny","2016","age_15_64","absolute total","static",63413,"age"
"Kilkenny","2016","age_over65","absolute total","static",14053,"age"
"Kilkenny","2016","age_under15","absolute total","static",21766,"age"
"Laois","2016","age_15_64","absolute total","static",54277,"age"
"Laois","2016","age_over65","absolute total","static",9608,"age"
"Laois","2016","age_under15","absolute total","static",20812,"age"
"Leitrim","2016","age_15_64","absolute total","static",19712,"age"
"Leitrim","2016","age_over65","absolute total","static",5409,"age"
"Leitrim","2016","age_under15","absolute total","static",6923,"age"
"Limerick City and County","2016","age_15_64","absolute total","static",127887,"age"
"Limerick City and County","2016","age_over65","absolute total","static",27418,"age"
"Limerick City and County","2016","age_under15","absolute total","static",39594,"age"
"Longford","2016","age_15_64","absolute total","static",25541,"age"
"Longford","2016","age_over65","absolute total","static",5824,"age"
"Longford","2016","age_under15","absolute total","static",9508,"age"
"Louth","2016","age_15_64","absolute total","static",83142,"age"
"Louth","2016","age_over65","absolute total","static",16077,"age"
"Louth","2016","age_under15","absolute total","static",29665,"age"
"Mayo","2016","age_15_64","absolute total","static",81044,"age"
"Mayo","2016","age_over65","absolute total","static",22909,"age"
"Mayo","2016","age_under15","absolute total","static",26554,"age"
"Meath","2016","age_15_64","absolute total","static",125325,"age"
"Meath","2016","age_over65","absolute total","static",20788,"age"
"Meath","2016","age_under15","absolute total","static",48931,"age"
"Monaghan","2016","age_15_64","absolute total","static",38850,"age"
"Monaghan","2016","age_over65","absolute total","static",8577,"age"
"Monaghan","2016","age_under15","absolute total","static",13959,"age"
"Offaly","2016","age_15_64","absolute total","static",49643,"age"
"Offaly","2016","age_over65","absolute total","static",10591,"age"
"Offaly","2016","age_under15","absolute total","static",17727,"age"
"Roscommon","2016","age_15_64","absolute total","static",40139,"age"
"Roscommon","2016","age_over65","absolute total","static",10743,"age"
"Roscommon","2016","age_under15","absolute total","static",13662,"age"
"Sligo","2016","age_15_64","absolute total","static",41598,"age"
"Sligo","2016","age_over65","absolute total","static",10624,"age"
"Sligo","2016","age_under15","absolute total","static",13313,"age"
"South Dublin","2016","age_15_64","absolute total","static",183754,"age"
"South Dublin","2016","age_over65","absolute total","static",30925,"age"
"South Dublin","2016","age_under15","absolute total","static",64088,"age"
"State","2016","age_15_64","absolute total","static",3117746,"age"
"State","2016","age_over65","absolute total","static",637567,"age"
"State","2016","age_under15","absolute total","static",1006552,"age"
"Tipperary","2016","age_15_64","absolute total","static",101120,"age"
"Tipperary","2016","age_over65","absolute total","static",24398,"age"
"Tipperary","2016","age_under15","absolute total","static",34035,"age"
"Waterford City and County","2016","age_15_64","absolute total","static",74260,"age"
"Waterford City and County","2016","age_over65","absolute total","static",17371,"age"
"Waterford City and County","2016","age_under15","absolute total","static",24545,"age"
"Westmeath","2016","age_15_64","absolute total","static",57625,"age"
"Westmeath","2016","age_over65","absolute total","static",11370,"age"
"Westmeath","2016","age_under15","absolute total","static",19775,"age"
"Wexford","2016","age_15_64","absolute total","static",94785,"age"
"Wexford","2016","age_over65","absolute total","static",21985,"age"
"Wexford","2016","age_under15","absolute total","static",32952,"age"
"Wicklow","2016","age_15_64","absolute total","static",91582,"age"
"Wicklow","2016","age_over65","absolute total","static",18576,"age"
"Wicklow","2016","age_under15","absolute total","static",32267,"age"
"Carlow","2022","age_15_64","absolute total","static",40352,"age"
"Carlow","2022","age_over65","absolute total","static",9304,"age"
"Carlow","2022","age_under15","absolute total","static",12312,"age"
"Cavan","2022","age_15_64","absolute total","static",51451,"age"
"Cavan","2022","age_over65","absolute total","static",12501,"age"
"Cavan","2022","age_under15","absolute total","static",17752,"age"
"Clare","2022","age_15_64","absolute total","static",81283,"age"
"Clare","2022","age_over65","absolute total","static",21657,"age"
"Clare","2022","age_under15","absolute total","static",24998,"age"
"Cork City and Cork County","2022","age_15_64","absolute total","static",381028,"age"
"Cork City and Cork County","2022","age_over65","absolute total","static",89461,"age"
"Cork City and Cork County","2022","age_under15","absolute total","static",113667,"age"
"DLR","2022","age_15_64","absolute total","static",151639,"age"
"DLR","2022","age_over65","absolute total","static",39918,"age"
"DLR","2022","age_under15","absolute total","static",42303,"age"
"Donegal","2022","age_15_64","absolute total","static",103369,"age"
"Donegal","2022","age_over65","absolute total","static",29623,"age"
"Donegal","2022","age_under15","absolute total","static",34092,"age"
"Dublin City","2022","age_15_64","absolute total","static",424742,"age"
"Dublin City","2022","age_over65","absolute total","static",79368,"age"
"Dublin City","2022","age_under15","absolute total","static",88603,"age"
"Fingal","2022","age_15_64","absolute total","static",219914,"age"
"Fingal","2022","age_over65","absolute total","static",36544,"age"
"Fingal","2022","age_under15","absolute total","static",74048,"age"
"Galway City","2022","age_15_64","absolute total","static",60658,"age"
"Galway City","2022","age_over65","absolute total","static",10724,"age"
"Galway City","2022","age_under15","absolute total","static",13032,"age"
"Galway County","2022","age_15_64","absolute total","static",120591,"age"
"Galway County","2022","age_over65","absolute total","static",32162,"age"
"Galway County","2022","age_under15","absolute total","static",40570,"age"
"Kerry","2022","age_15_64","absolute total","static",98135,"age"
"Kerry","2022","age_over65","absolute total","static",29567,"age"
"Kerry","2022","age_under15","absolute total","static",28756,"age"
"Kildare","2022","age_15_64","absolute total","static",164677,"age"
"Kildare","2022","age_over65","absolute total","static",29720,"age"
"Kildare","2022","age_under15","absolute total","static",53377,"age"
"Kilkenny","2022","age_15_64","absolute total","static",66010,"age"
"Kilkenny","2022","age_over65","absolute total","static",17056,"age"
"Kilkenny","2022","age_under15","absolute total","static",21094,"age"
"Laois","2022","age_15_64","absolute total","static",59491,"age"
"Laois","2022","age_over65","absolute total","static",11978,"age"
"Laois","2022","age_under15","absolute total","static",20408,"age"
"Leitrim","2022","age_15_64","absolute total","static",21465,"age"
"Leitrim","2022","age_over65","absolute total","static",6573,"age"
"Leitrim","2022","age_under15","absolute total","static",7161,"age"
"Limerick City and County","2022","age_15_64","absolute total","static",136474,"age"
"Limerick City and County","2022","age_over65","absolute total","static",33588,"age"
"Limerick City and County","2022","age_under15","absolute total","static",39474,"age"
"Longford","2022","age_15_64","absolute total","static",29691,"age"
"Longford","2022","age_over65","absolute total","static",7332,"age"
"Longford","2022","age_under15","absolute total","static",9728,"age"
"Louth","2022","age_15_64","absolute total","static",90711,"age"
"Louth","2022","age_over65","absolute total","static",19898,"age"
"Louth","2022","age_under15","absolute total","static",29094,"age"
"Mayo","2022","age_15_64","absolute total","static",84280,"age"
"Mayo","2022","age_over65","absolute total","static",27328,"age"
"Mayo","2022","age_under15","absolute total","static",26362,"age"
"Meath","2022","age_15_64","absolute total","static",143535,"age"
"Meath","2022","age_over65","absolute total","static",27059,"age"
"Meath","2022","age_under15","absolute total","static",50232,"age"
"Monaghan","2022","age_15_64","absolute total","static",40561,"age"
"Monaghan","2022","age_over65","absolute total","static",10397,"age"
"Monaghan","2022","age_under15","absolute total","static",14330,"age"
"Offaly","2022","age_15_64","absolute total","static",53025,"age"
"Offaly","2022","age_over65","absolute total","static",12958,"age"
"Offaly","2022","age_under15","absolute total","static",17167,"age"
"Roscommon","2022","age_15_64","absolute total","static",43117,"age"
"Roscommon","2022","age_over65","absolute total","static",13041,"age"
"Roscommon","2022","age_under15","absolute total","static",14101,"age"
"Sligo","2022","age_15_64","absolute total","static",43922,"age"
"Sligo","2022","age_over65","absolute total","static",12903,"age"
"Sligo","2022","age_under15","absolute total","static",13373,"age"
"South Dublin","2022","age_15_64","absolute total","static",197252,"age"
"South Dublin","2022","age_over65","absolute total","static",39834,"age"
"South Dublin","2022","age_under15","absolute total","static",63989,"age"
"State","2022","age_15_64","absolute total","static",3360537,"age"
"State","2022","age_over65","absolute total","static",776315,"age"
"State","2022","age_under15","absolute total","static",1012287,"age"
"Tipperary","2022","age_15_64","absolute total","static",105253,"age"
"Tipperary","2022","age_over65","absolute total","static",29356,"age"
"Tipperary","2022","age_under15","absolute total","static",33286,"age"
"Waterford City and County","2022","age_15_64","absolute total","static",81868,"age"
"Waterford City and County","2022","age_over65","absolute total","static",21032,"age"
"Waterford City and County","2022","age_under15","absolute total","static",24463,"age"
"Westmeath","2022","age_15_64","absolute total","static",62073,"age"
"Westmeath","2022","age_over65","absolute total","static",14369,"age"
"Westmeath","2022","age_under15","absolute total","static",19779,"age"
"Wexford","2022","age_15_64","absolute total","static",104034,"age"
"Wexford","2022","age_over65","absolute total","static",27403,"age"
"Wexford","2022","age_under15","absolute total","static",32482,"age"
"Wicklow","2022","age_15_64","absolute total","static",99936,"age"
"Wicklow","2022","age_over65","absolute total","static",23661,"age"
"Wicklow","2022","age_under15","absolute total","static",32254,"age"
"Border","2011","age_15_64","absolute total","static",205704,"age"
"Border","2011","age_over65","absolute total","static",42680,"age"
"Border","2011","age_under15","absolute total","static",70427,"age"
"GDA","2011","age_15_64","absolute total","static",1242443,"age"
"GDA","2011","age_over65","absolute total","static",187255,"age"
"GDA","2011","age_under15","absolute total","static",374458,"age"
"Other","2011","age_15_64","absolute total","static",253119,"age"
"Other","2011","age_over65","absolute total","static",55014,"age"
"Other","2011","age_under15","absolute total","static",84324,"age"
"South","2011","age_15_64","absolute total","static",516747,"age"
"South","2011","age_over65","absolute total","static",98147,"age"
"South","2011","age_under15","absolute total","static",163435,"age"
"West","2011","age_15_64","absolute total","static",375446,"age"
"West","2011","age_over65","absolute total","static",66881,"age"
"West","2011","age_under15","absolute total","static",117331,"age"
"wGDA","2011","age_15_64","absolute total","static",479810,"age"
"wGDA","2011","age_over65","absolute total","static",85416,"age"
"wGDA","2011","age_under15","absolute total","static",169615,"age"
"Border","2016","age_15_64","absolute total","static",199321,"age"
"Border","2016","age_over65","absolute total","static",49599,"age"
"Border","2016","age_under15","absolute total","static",69237,"age"
"GDA","2016","age_15_64","absolute total","static",1286259,"age"
"GDA","2016","age_over65","absolute total","static",226362,"age"
"GDA","2016","age_under15","absolute total","static",394711,"age"
"Other","2016","age_15_64","absolute total","static",247844,"age"
"Other","2016","age_over65","absolute total","static",63874,"age"
"Other","2016","age_under15","absolute total","static",83759,"age"
"South","2016","age_15_64","absolute total","static",523636,"age"
"South","2016","age_over65","absolute total","static",116248,"age"
"South","2016","age_under15","absolute total","static",166867,"age"
"West","2016","age_15_64","absolute total","static",372747,"age"
"West","2016","age_over65","absolute total","static",79979,"age"
"West","2016","age_under15","absolute total","static",119048,"age"
"wGDA","2016","age_15_64","absolute total","static",487939,"age"
"wGDA","2016","age_over65","absolute total","static",101505,"age"
"wGDA","2016","age_under15","absolute total","static",172930,"age"
"Border","2022","age_15_64","absolute total","static",209317,"age"
"Border","2022","age_over65","absolute total","static",59496,"age"
"Border","2022","age_under15","absolute total","static",68956,"age"
"GDA","2022","age_15_64","absolute total","static",1401695,"age"
"GDA","2022","age_over65","absolute total","static",276104,"age"
"GDA","2022","age_under15","absolute total","static",404806,"age"
"Other","2022","age_15_64","absolute total","static",262341,"age"
"Other","2022","age_over65","absolute total","static",77057,"age"
"Other","2022","age_under15","absolute total","static",83477,"age"
"South","2022","age_15_64","absolute total","static",561031,"age"
"South","2022","age_over65","absolute total","static",140060,"age"
"South","2022","age_under15","absolute total","static",166886,"age"
"West","2022","age_15_64","absolute total","static",399006,"age"
"West","2022","age_over65","absolute total","static",98131,"age"
"West","2022","age_under15","absolute total","static",118074,"age"
"wGDA","2022","age_15_64","absolute total","static",527147,"age"
"wGDA","2022","age_over65","absolute total","static",125467,"age"
"wGDA","2022","age_under15","absolute total","static",170088,"age"
"Carlow","2011-2016","age_15_64","absolute","change",712,"age"
"Carlow","2011-2016","age_15_64","relative","change",1.96,"age"
"Carlow","2011-2016","age_over65","absolute","change",1146,"age"
"Carlow","2011-2016","age_over65","relative","change",18.45,"age"
"Carlow","2011-2016","age_under15","absolute","change",462,"age"
"Carlow","2011-2016","age_under15","relative","change",3.8,"age"
"Cavan","2011-2016","age_15_64","absolute","change",1005,"age"
"Cavan","2011-2016","age_15_64","relative","change",2.13,"age"
"Cavan","2011-2016","age_over65","absolute","change",1598,"age"
"Cavan","2011-2016","age_over65","relative","change",18.02,"age"
"Cavan","2011-2016","age_under15","absolute","change",390,"age"
"Cavan","2011-2016","age_under15","relative","change",2.26,"age"
"Clare","2011-2016","age_15_64","absolute","change",-1006,"age"
"Clare","2011-2016","age_15_64","relative","change",-1.31,"age"
"Clare","2011-2016","age_over65","absolute","change",3136,"age"
"Clare","2011-2016","age_over65","relative","change",21.6,"age"
"Clare","2011-2016","age_under15","absolute","change",-509,"age"
"Clare","2011-2016","age_under15","relative","change",-1.95,"age"
"Cork City and Cork County","2011-2016","age_15_64","absolute","change",8345,"age"
"Cork City and Cork County","2011-2016","age_15_64","relative","change",2.4,"age"
"Cork City and Cork County","2011-2016","age_over65","absolute","change",11463,"age"
"Cork City and Cork County","2011-2016","age_over65","relative","change",18.38,"age"
"Cork City and Cork County","2011-2016","age_under15","absolute","change",4028,"age"
"Cork City and Cork County","2011-2016","age_under15","relative","change",3.68,"age"
"DLR","2011-2016","age_15_64","absolute","change",4456,"age"
"DLR","2011-2016","age_15_64","relative","change",3.21,"age"
"DLR","2011-2016","age_over65","absolute","change",4797,"age"
"DLR","2011-2016","age_over65","relative","change",16.06,"age"
"DLR","2011-2016","age_under15","absolute","change",2504,"age"
"DLR","2011-2016","age_under15","relative","change",6.67,"age"
"Donegal","2011-2016","age_15_64","absolute","change",-3556,"age"
"Donegal","2011-2016","age_15_64","relative","change",-3.46,"age"
"Donegal","2011-2016","age_over65","absolute","change",3518,"age"
"Donegal","2011-2016","age_over65","relative","change",16.38,"age"
"Donegal","2011-2016","age_under15","absolute","change",-1907,"age"
"Donegal","2011-2016","age_under15","relative","change",-5.16,"age"
"Dublin City","2011-2016","age_15_64","absolute","change",17893,"age"
"Dublin City","2011-2016","age_15_64","relative","change",4.7,"age"
"Dublin City","2011-2016","age_over65","absolute","change",5865,"age"
"Dublin City","2011-2016","age_over65","relative","change",8.82,"age"
"Dublin City","2011-2016","age_under15","absolute","change",3184,"age"
"Dublin City","2011-2016","age_under15","relative","change",3.98,"age"
"Fingal","2011-2016","age_15_64","absolute","change",8649,"age"
"Fingal","2011-2016","age_15_64","relative","change",4.61,"age"
"Fingal","2011-2016","age_over65","absolute","change",7174,"age"
"Fingal","2011-2016","age_over65","relative","change",36.12,"age"
"Fingal","2011-2016","age_under15","absolute","change",6206,"age"
"Fingal","2011-2016","age_under15","relative","change",9.35,"age"
"Galway City","2011-2016","age_15_64","absolute","change",604,"age"
"Galway City","2011-2016","age_15_64","relative","change",1.08,"age"
"Galway City","2011-2016","age_over65","absolute","change",1789,"age"
"Galway City","2011-2016","age_over65","relative","change",25.34,"age"
"Galway City","2011-2016","age_under15","absolute","change",746,"age"
"Galway City","2011-2016","age_under15","relative","change",5.97,"age"
"Galway County","2011-2016","age_15_64","absolute","change",-752,"age"
"Galway County","2011-2016","age_15_64","relative","change",-0.66,"age"
"Galway County","2011-2016","age_over65","absolute","change",4068,"age"
"Galway County","2011-2016","age_over65","relative","change",18.5,"age"
"Galway County","2011-2016","age_under15","absolute","change",950,"age"
"Galway County","2011-2016","age_under15","relative","change",2.39,"age"
"Kerry","2011-2016","age_15_64","absolute","change",-1280,"age"
"Kerry","2011-2016","age_15_64","relative","change",-1.35,"age"
"Kerry","2011-2016","age_over65","absolute","change",4046,"age"
"Kerry","2011-2016","age_over65","relative","change",19.28,"age"
"Kerry","2011-2016","age_under15","absolute","change",-561,"age"
"Kerry","2011-2016","age_under15","relative","change",-1.91,"age"
"Kildare","2011-2016","age_15_64","absolute","change",4842,"age"
"Kildare","2011-2016","age_15_64","relative","change",3.41,"age"
"Kildare","2011-2016","age_over65","absolute","change",5358,"age"
"Kildare","2011-2016","age_over65","relative","change",32.17,"age"
"Kildare","2011-2016","age_under15","absolute","change",1992,"age"
"Kildare","2011-2016","age_under15","relative","change",3.86,"age"
"Kilkenny","2011-2016","age_15_64","absolute","change",884,"age"
"Kilkenny","2011-2016","age_15_64","relative","change",1.41,"age"
"Kilkenny","2011-2016","age_over65","absolute","change",2363,"age"
"Kilkenny","2011-2016","age_over65","relative","change",20.21,"age"
"Kilkenny","2011-2016","age_under15","absolute","change",566,"age"
"Kilkenny","2011-2016","age_under15","relative","change",2.67,"age"
"Laois","2011-2016","age_15_64","absolute","change",1731,"age"
"Laois","2011-2016","age_15_64","relative","change",3.29,"age"
"Laois","2011-2016","age_over65","absolute","change",1508,"age"
"Laois","2011-2016","age_over65","relative","change",18.62,"age"
"Laois","2011-2016","age_under15","absolute","change",899,"age"
"Laois","2011-2016","age_under15","relative","change",4.51,"age"
"Leitrim","2011-2016","age_15_64","absolute","change",-501,"age"
"Leitrim","2011-2016","age_15_64","relative","change",-2.48,"age"
"Leitrim","2011-2016","age_over65","absolute","change",703,"age"
"Leitrim","2011-2016","age_over65","relative","change",14.94,"age"
"Leitrim","2011-2016","age_under15","absolute","change",44,"age"
"Leitrim","2011-2016","age_under15","relative","change",0.64,"age"
"Limerick City and County","2011-2016","age_15_64","absolute","change",-1545,"age"
"Limerick City and County","2011-2016","age_15_64","relative","change",-1.19,"age"
"Limerick City and County","2011-2016","age_over65","absolute","change",4105,"age"
"Limerick City and County","2011-2016","age_over65","relative","change",17.61,"age"
"Limerick City and County","2011-2016","age_under15","absolute","change",530,"age"
"Limerick City and County","2011-2016","age_under15","relative","change",1.36,"age"
"Longford","2011-2016","age_15_64","absolute","change",469,"age"
"Longford","2011-2016","age_15_64","relative","change",1.87,"age"
"Longford","2011-2016","age_over65","absolute","change",941,"age"
"Longford","2011-2016","age_over65","relative","change",19.27,"age"
"Longford","2011-2016","age_under15","absolute","change",463,"age"
"Longford","2011-2016","age_under15","relative","change",5.12,"age"
"Louth","2011-2016","age_15_64","absolute","change",2384,"age"
"Louth","2011-2016","age_15_64","relative","change",2.95,"age"
"Louth","2011-2016","age_over65","absolute","change",2600,"age"
"Louth","2011-2016","age_over65","relative","change",19.29,"age"
"Louth","2011-2016","age_under15","absolute","change",1003,"age"
"Louth","2011-2016","age_under15","relative","change",3.5,"age"
"Mayo","2011-2016","age_15_64","absolute","change",-2742,"age"
"Mayo","2011-2016","age_15_64","relative","change",-3.27,"age"
"Mayo","2011-2016","age_over65","absolute","change",3370,"age"
"Mayo","2011-2016","age_over65","relative","change",17.25,"age"
"Mayo","2011-2016","age_under15","absolute","change",-759,"age"
"Mayo","2011-2016","age_under15","relative","change",-2.78,"age"
"Meath","2011-2016","age_15_64","absolute","change",3978,"age"
"Meath","2011-2016","age_15_64","relative","change",3.28,"age"
"Meath","2011-2016","age_over65","absolute","change",4466,"age"
"Meath","2011-2016","age_over65","relative","change",27.36,"age"
"Meath","2011-2016","age_under15","absolute","change",2465,"age"
"Meath","2011-2016","age_under15","relative","change",5.3,"age"
"Monaghan","2011-2016","age_15_64","absolute","change",-683,"age"
"Monaghan","2011-2016","age_15_64","relative","change",-1.73,"age"
"Monaghan","2011-2016","age_over65","absolute","change",1117,"age"
"Monaghan","2011-2016","age_over65","relative","change",14.97,"age"
"Monaghan","2011-2016","age_under15","absolute","change",469,"age"
"Monaghan","2011-2016","age_under15","relative","change",3.48,"age"
"Offaly","2011-2016","age_15_64","absolute","change",-180,"age"
"Offaly","2011-2016","age_15_64","relative","change",-0.36,"age"
"Offaly","2011-2016","age_over65","absolute","change",1682,"age"
"Offaly","2011-2016","age_over65","relative","change",18.88,"age"
"Offaly","2011-2016","age_under15","absolute","change",-228,"age"
"Offaly","2011-2016","age_under15","relative","change",-1.27,"age"
"Roscommon","2011-2016","age_15_64","absolute","change",-950,"age"
"Roscommon","2011-2016","age_15_64","relative","change",-2.31,"age"
"Roscommon","2011-2016","age_over65","absolute","change",1347,"age"
"Roscommon","2011-2016","age_over65","relative","change",14.34,"age"
"Roscommon","2011-2016","age_under15","absolute","change",82,"age"
"Roscommon","2011-2016","age_under15","relative","change",0.6,"age"
"Sligo","2011-2016","age_15_64","absolute","change",-1643,"age"
"Sligo","2011-2016","age_15_64","relative","change",-3.8,"age"
"Sligo","2011-2016","age_over65","absolute","change",1581,"age"
"Sligo","2011-2016","age_over65","relative","change",17.48,"age"
"Sligo","2011-2016","age_under15","absolute","change",204,"age"
"Sligo","2011-2016","age_under15","relative","change",1.56,"age"
"South Dublin","2011-2016","age_15_64","absolute","change",2883,"age"
"South Dublin","2011-2016","age_15_64","relative","change",1.59,"age"
"South Dublin","2011-2016","age_over65","absolute","change",7872,"age"
"South Dublin","2011-2016","age_over65","relative","change",34.15,"age"
"South Dublin","2011-2016","age_under15","absolute","change",2807,"age"
"South Dublin","2011-2016","age_under15","relative","change",4.58,"age"
"State","2011-2016","age_15_64","absolute","change",44477,"age"
"State","2011-2016","age_15_64","relative","change",1.45,"age"
"State","2011-2016","age_over65","absolute","change",102174,"age"
"State","2011-2016","age_over65","relative","change",19.08,"age"
"State","2011-2016","age_under15","absolute","change",26962,"age"
"State","2011-2016","age_under15","relative","change",2.75,"age"
"Tipperary","2011-2016","age_15_64","absolute","change",-2052,"age"
"Tipperary","2011-2016","age_15_64","relative","change",-1.99,"age"
"Tipperary","2011-2016","age_over65","absolute","change",3202,"age"
"Tipperary","2011-2016","age_over65","relative","change",15.11,"age"
"Tipperary","2011-2016","age_under15","absolute","change",-351,"age"
"Tipperary","2011-2016","age_under15","relative","change",-1.02,"age"
"Waterford City and County","2011-2016","age_15_64","absolute","change",-176,"age"
"Waterford City and County","2011-2016","age_15_64","relative","change",-0.24,"age"
"Waterford City and County","2011-2016","age_over65","absolute","change",2592,"age"
"Waterford City and County","2011-2016","age_over65","relative","change",17.54,"age"
"Waterford City and County","2011-2016","age_under15","absolute","change",-35,"age"
"Waterford City and County","2011-2016","age_under15","relative","change",-0.14,"age"
"Westmeath","2011-2016","age_15_64","absolute","change",697,"age"
"Westmeath","2011-2016","age_15_64","relative","change",1.22,"age"
"Westmeath","2011-2016","age_over65","absolute","change",1574,"age"
"Westmeath","2011-2016","age_over65","relative","change",16.07,"age"
"Westmeath","2011-2016","age_under15","absolute","change",335,"age"
"Westmeath","2011-2016","age_under15","relative","change",1.72,"age"
"Wexford","2011-2016","age_15_64","absolute","change",896,"age"
"Wexford","2011-2016","age_15_64","relative","change",0.95,"age"
"Wexford","2011-2016","age_over65","absolute","change",3618,"age"
"Wexford","2011-2016","age_over65","relative","change",19.7,"age"
"Wexford","2011-2016","age_under15","absolute","change",-112,"age"
"Wexford","2011-2016","age_under15","relative","change",-0.34,"age"
"Wicklow","2011-2016","age_15_64","absolute","change",1115,"age"
"Wicklow","2011-2016","age_15_64","relative","change",1.23,"age"
"Wicklow","2011-2016","age_over65","absolute","change",3575,"age"
"Wicklow","2011-2016","age_over65","relative","change",23.83,"age"
"Wicklow","2011-2016","age_under15","absolute","change",1095,"age"
"Wicklow","2011-2016","age_under15","relative","change",3.51,"age"
"Border","2011-2016","age_15_64","absolute","change",-6383,"age"
"Border","2011-2016","age_15_64","relative","change",-3.1,"age"
"Border","2011-2016","age_over65","absolute","change",6919,"age"
